순서,기업명(한국어),기업명(일본어),국가,업종,장르,MA접근,딜형태,분류,시총_억엔,매출_억엔,이익률(%),직원수,대표이사,자체IP,주요타이틀,기업특징,장점,단점리스크,주주구조,MA판단근거,소스,수정메모
151.0,Toydium Inc.,トイジアム,일본,개발/운영,비서브,N,,accel,,,,28.0,長野雄大,Y,NOROI KAGO: Gegege no Yoru,2019년 설립된 도쿄 소재 게임·앱 개발사. 공포 협동 서바이벌 게임 NOROI KAGO(노로이카고)를 개발하였다. 2024년 8월 ABCアニメーション에 완전 자회사로 편입되었다. 직원 약 28명.,"공포 코옵 장르에서 독창적인 IP를 보유하며, ABCアニメーション 모그룹을 통해 애니메이션-게임 융합 콘텐츠 개발이 가능하다.","ABCアニメーション 자회사 편입으로 독립성이 낮아졌으며, 소규모 인력으로 지속적인 신작 개발이 어렵다.",株式会社ABCアニメーション 100% 자회사 (2024년 편입),엑셀레이션 파트너 후보 스튜디오. All 플랫폼 개발 역량,short,설립: 2019년
152.0,Toydea Inc.,トイディア,일본,개발/운영,비서브,N,,accel,,,,,松田崇志,Y,"DragonFang, Pokémon Mystery Dungeon: Rescue Team DX (공동 개발)","2012년 도쿄 치요다구에 설립된 게임 개발사. 드래곤팡(DragonFang) 시리즈를 개발하였으며, 스파이크청소프트와 협업하여 포켓몬 불가사의 던전: 구조대DX 개발에 참여하였다. 자본금 500만 엔.","로그라이크 RPG 장르에 전문성을 보유하며, 포켓몬 관련 타이틀 참여로 닌텐도 생태계 내 신뢰도를 쌓았다.","소규모 인력에 매출 정보가 비공개이며, 드래곤팡 이후 독자 히트작을 내지 못하고 있다.",미공개 (독립 법인),엑셀레이션 파트너 후보 스튜디오. All 플랫폼 개발 역량,short,설립: 2012년
153.0,TOYBOX Inc.,トイボックス,일본,개발/운영,비서브,N,,accel,,,,,,Y,Deadly Premonition,2011년 설립. PC/Console 개발 전문,자체 IP 개발 경험,,,엑셀레이션 파트너 후보 스튜디오. PC/Console 플랫폼 개발 역량,short,설립: 2011년
154.0,"TOM CREATE CO., LTD.",トムクリエイト,일본,개발/운영,비서브,N,,accel,,,,50.0,武藤仁,Y,"SD Gundam G Generation series, SD Gundam G Generation Genesis","1989년 10월 도쿄 기타구에 설립된 게임 개발사. SD건담 G제너레이션(G Generation) 시리즈를 장기 개발하며 반다이남코와의 협업 관계가 깊다. 직원 50명 이상, 자본금 3000만 엔.",SD건담 G제너레이션 시리즈를 수십 년간 안정적으로 개발하며 반다이남코와의 견고한 협업 관계를 유지한다.,"SD건담 시리즈에 사실상 특화되어 있어 사업 다각화가 제한적이며, 시리즈 매출에 전적으로 의존한다.",미공개 (독립 법인),엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 1989년
155.0,TriangleService,有限会社 トライアングル･サービス,일본,개발/운영,비서브,N,,accel,,,,,藤野俊昭,Y,"XII Stag, Exzeal, Trizeal","2002년 설립된 도쿄 신주쿠구 소재 소규모 슈팅 게임 전문 개발사. 아케이드 및 가정용 슈팅 게임에 특화되어 있으며, 사운드·캐릭터 디자인 이외 거의 모든 개발을 藤野俊昭 대표 혼자 담당하는 것으로 알려진다.","소규모이지만 슈팅 게임 마니아에게 높은 인지도를 보유하며, 개인 제작의 독자적인 스타일을 유지한다.",사실상 개인 스튜디오 수준으로 사업 연속성과 신작 개발 역량이 극히 제한적이다.,미공개 (유한회사),엑셀레이션 파트너 후보 스튜디오. PC/Console 플랫폼 개발 역량,short,설립: 2002년
156.0,"Torisan Co., Ltd.",トリサン,일본,개발/운영,비서브,N,,accel,,,,50.0,鳥山進,Y,"Pokémon Scarlet/Violet (지원), Pokémon LEGENDS Z-A (지원)","2008년 3월 도쿄 치요다구에 설립된 디지털 엔터테인먼트 제작사. 포켓몬 스칼렛·바이올렛 및 포켓몬 레전즈 Z-A 등 포켓몬 시리즈 개발 지원으로 유명하며, 게임 프레이크·닌텐도와 긴밀한 협업 관계를 갖는다. 직원 50명, 자본금 1000만 엔.","포켓몬 시리즈 핵심 개발 지원사로서 게임 프레이크·닌텐도와의 신뢰 관계가 공고하며, CG·VR 등 다양한 분야 역량도 보유한다.","포켓몬 시리즈 의존도가 높아 수주 변동 시 리스크가 크며, 자체 IP 개발 실적이 없다.",미공개 (독립 법인),엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2008년
157.0,"NOW PRODUCTION Co., Ltd.",ナウプロダクション,일본,개발/운영,비서브,N,,accel,,1.93,,97.0,粟村敏明,N,"Pac-Man (series support), パチンコ液晶映像制作","1986년 설립된 오사카 기반의 중견 게임 개발사로, 팩맨 시리즈 등 반다이남코·세가 등 대형 퍼블리셔와의 수탁 개발이 주력이다. 콘솔, 파친코·슬롯 영상, 사운드 제작 등 다양한 분야에 걸친 멀티 사업 구조를 보유하고 있다.","40년 가까운 업력과 폭넓은 클라이언트 기반으로 안정적인 수익 구조를 갖추며, 사운드·에듀테인먼트 등 복수의 수익원을 보유하고 있다.","매출 구조가 파친코·슬롯 영상 제작 의존도가 높아 규제 리스크에 노출될 수 있으며, 자체 IP 창출력이 약한 편이다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 1986년
158.0,"NEURON･AGE CO.,LTD.",ニューロン･エイジ,일본,개발/운영,비서브,N,,accel,,0.08,,105.0,石塚昌博,Y,"Elden Ring (2D art), Dragon\","1999년 설립된 오사카 기반의 아트·CG 전문 수탁 개발사로, 엘든링 2D 아트, 드래곤즈 도그마 II, 몬스터 헌터 등 대형 타이틀에 참여하며 업계 인지도를 높였다. 오사카 본사·도쿄 영업소 체제로 운영된다.",프롬소프트웨어·캡콤·닌텐도 등 최상위 퍼블리셔를 클라이언트로 보유하고 있어 포트폴리오 품질과 수주 안정성이 높다.,"매출 정보는 2018년 기준 약 8억 엔으로 최신성이 부족하며, 아트 수탁 위주여서 이익률이 낮을 수 있다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2009년
159.0,Neconome,ネコノメ,일본,개발/운영,비서브,N,,accel,,,,6.0,工藤ショーン,Y,メソロギア (Mesologia),"2024년 1월 설립된 신생 모바일 게임 스타트업으로, 1판 3분의 심리전 카드 게임 \","가벼운 플레이 타임을 겨냥한 독창적인 게임 디자인으로 누적 20만 다운로드를 달성했으며, VC 자금 조달로 성장 기반을 확보했다.","설립 1년여의 초기 스타트업으로 매출·수익 기반이 취약하고, 소규모 인력(6명)에 따른 실행력 한계가 존재한다.","East Ventures, iFund, ANOBAKA (시드 투자)",엑셀레이션 파트너 후보 스튜디오. Mobile 플랫폼 개발 역량,short,설립: 2024년
160.0,"Bullets Co.,Ltd.",バレット,일본,개발/운영,비서브,N,,accel,,,,43.0,岩佐俊和,Y,"SaGa Frontier Remastered, Story of Seasons: Friends of Mineral Town (remake)","2004년 설립된 오사카 기반의 콘솔·모바일 게임 수탁 개발사로, 사가 프론티어 리마스터, 스토리 오브 시즌즈 리메이크 등 스퀘어에닉스·마블러스의 리마스터 프로젝트에 다수 참여했다.",리마스터·리메이크 전문성이 높아 IP 재활성화 수요가 지속되는 시장 환경에서 안정적인 수주가 기대된다.,"자체 IP 부재, 매출 비공개로 재무 건전성 파악이 어려우며 특정 클라이언트 의존도가 높을 수 있다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2004년
161.0,historia Inc.,ヒストリア,일본,개발/운영,비서브,N,,accel,,,,103.0,佐々木瞬,Y,"LIVE A LIVE HD-2D Remake, Dragon Quest XI (UE4 support)","2013년 설립된 언리얼 엔진 전문 수탁 개발사로, LIVE A LIVE HD-2D 리메이크와 드래곤 퀘스트 XI UE4 대응 등 스퀘어에닉스의 핵심 프로젝트를 담당했다. 도쿄 고탄다에 본사를 둔다.","언리얼 엔진 특화 전문성으로 국내외 대형 타이틀 참여 이력이 풍부하며, 100명 규모의 인력으로 중대형 프로젝트 수행이 가능하다.","매출 비공개이며, 언리얼 엔진 의존 구조로 엔진 생태계 변화나 에픽게임즈 정책에 영향을 받을 수 있다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2013년
162.0,"bee tribe co., ltd.",ビー･トライブ,일본,개발/운영,비서브,N,,accel,,,,73.0,高橋龍太,N,"NieR:Automata (support), Resident Evil 4 Remake (support)","2009년 설립된 게임 개발·CG 제작사로, 니어 오토마타 지원, 바이오하자드 RE:4 리메이크 지원 등 플래티넘게임즈·캡콤·닌텐도 등의 파트너 스튜디오로 활동하고 있다.","최상위 퍼블리셔 다수와 지속적 협업 관계를 구축하여 수주 안정성이 높으며, 콘솔·모바일 양 영역에서 대응 가능하다.",자본금이 10만 엔으로 매우 낮고 매출이 공개되지 않아 재무 투명성이 부족하다.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2009년
163.0,PittCompany Inc.,ピットカンパニー,일본,개발/운영,비서브,N,,accel,,,,41.0,影山公一,N,"Death Stranding 2 (environment art), Tales of Arise (art support)","2014년 설립된 도쿄 기반의 게임 아트·환경 미술 전문 수탁 개발사로, 데스 스트랜딩 2 환경 아트와 테일즈 오브 어라이즈 등 코지마 프로덕션·반다이남코 타이틀에 참여했다.","환경 아트 분야 특화 역량으로 AAA급 타이틀 참여 이력이 우수하며, 코지마 프로덕션 같은 크리에이티브 명가와의 협업이 브랜드 가치를 높인다.","소규모(41명) 스튜디오로 대규모 프로젝트 단독 수행 능력이 제한적이며, 매출 비공개로 재무 상황 파악이 어렵다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2014년
164.0,FUN Corporation,ファンコーポレーション,일본,개발/운영,비서브,N,,accel,,,,16.0,,Y,Custom Robo: Battle Revolution,"2000년 세가 출신 스태프가 설립하여 2022년 현 상호로 변경된 소형 개발사로, 닌텐도 타이틀인 커스텀 로보 배틀 레볼루션 등의 개발 실적을 보유하고 있다. 캐릭터 라이선스 및 푸드테크 사업도 병행한다.","닌텐도와의 협업 이력 등 희소한 개발 레퍼런스를 보유하고 있으며, 다각화된 사업 포트폴리오로 리스크를 분산한다.","직원 16명의 소규모로 사업 규모 확장에 한계가 있으며, 대표이사명과 자본금이 공개되지 않아 정보 투명성이 낮다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2000년
165.0,"PLANETA Co.,Ltd.",プラネッタ,일본,개발/운영,비서브,N,,accel,,,,23.0,箱崎秀明,Y,"Pokémon TCG (artwork), Little Town Hero (3D maps)","2011년 설립(도쿄 하마마쓰초 소재)된 3DCG·일러스트 제작 전문사로, 포켓몬 TCG 아트워크와 리틀 타운 히어로 3D맵 제작 등 게임 프레이크·포켓몬 컴퍼니와 협업하고 있다.",포켓몬스터 관련 아트워크 제작 실적이 있어 안정적인 고부가가치 IP 수주 기반을 보유하고 있다.,"23명의 소규모 스튜디오로 매출 비공개, 특정 클라이언트 집중도가 높아 리스크 분산이 과제다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2010년
166.0,"PREAPP PARTNERS Co., Ltd.",プリアップパートナーズ,일본,개발/운영,비서브,N,,accel,,,,41.0,片桐芳彦,Y,"Shachibato! Start as a Legend (mobile), Persona 5 Tactica (port support)","2013년 설립된 요코하마 기반 모바일·콘솔 게임 수탁 개발사로, 시바타토! 모바일과 페르소나 5 타티카 포팅 등 세가/아틀러스·카도카와 계열 타이틀에 참여했다.","E커머스·쿨재팬 등 게임 외 사업도 전개하여 수익 다각화를 도모하고 있으며, 아틀러스 타이틀 포팅 실적이 전문성을 입증한다.","41명 규모로 사업 확장에 한계가 있고, 매출 비공개로 수익성 확인이 어렵다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2013년
167.0,"Millennium Kitchen Co.,Ltd.",ミレニアムキッチン,일본,개발/운영,비서브,N,,accel,,,,5.0,綾部和,Y,"ぼくのなつやすみ (series), なつもん! 20世紀の夏休み","1997년 설립된 도쿄 이케부쿠로 소재의 소형 기획·개발사로, \",대표이자 크리에이터인 아야베 카즈의 독자적 게임 디자인 철학으로 팬층이 두터운 희소한 IP를 보유하고 있다.,"직원 5명의 초소형 스튜디오로 매출 비공개, 대표 1인 의존도가 매우 높아 후계·확장 리스크가 크다.",,엑셀레이션 파트너 후보 스튜디오. PC/Console 플랫폼 개발 역량,short,설립: 1997년
168.0,Moonshot Inc.,ムーンショット,일본,개발/운영,비서브,N,,accel,,,,,"森勇治, 髙橋北斗",N,"Million Arthur (series), Grisaia: Chronos Rebellion","2020년 설립된 스마트폰·멀티플랫폼 게임 기획·개발·운영사로, \",전직 테크로스 출신 엔지니어 창업자들이 이끄는 기술력 있는 팀으로 스퀘어에닉스와의 협업 실적이 있다.,설립 5년 차의 신생사로 자본금·매출·종업원 수 등 재무·인사 정보가 전혀 공개되지 않아 사업 건전성 판단이 어렵다.,,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. All 플랫폼 개발 역량,short,설립: 2020년
169.0,Meteorise Inc.,メテオライズ,일본,개발/운영,서브,N,,accel,,0.08,,100.0,渡邉幸二,Y,"Dragon Ball: The Breakers, Fitness Boxing: Fist of the North Star","2010년 설립된 도쿄 치요다구 소재의 게임 개발사로, 드래곤볼 더 브레이커스, 피트니스 복싱 북두의 권 등 반다이남코·코에이테크모·마블러스 등의 수탁 개발을 담당하며 성장했다.","M&A를 통해 자회사를 확보하는 등 적극적인 성장 전략을 추진하며, 다양한 장르의 수탁 개발 역량을 갖추고 있다.","매출 약 8억 엔 규모로 중소형사 수준에 머물며, M&A 전략 실행에 따른 재무 리스크가 내재된다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 2010년
170.0,METRO CORPORATION,メトロ,일본,개발/운영,서브,N,,accel,,3.86,,180.0,矢田恒成,Y,"Bust a Groove, THE IDOLM@STER (arcade), Cygames titles (support)","1987년 오사카에서 설립된 오락실·콘솔·모바일 게임 개발사 겸 오락 시설 운영사로, 버스트 어 그루브, 아이돌마스터 아케이드 등의 개발 이력과 사이게임즈와의 협업 실적을 보유한다.","아케이드 게임 개발과 오락 시설 운영을 겸비하여 하드웨어·소프트웨어 시너지가 가능하며, 약 39억 엔의 매출로 안정적인 규모를 갖추고 있다.","2024년 신임 CEO 취임 등 경영진 교체가 있었고, 오락실 산업 축소 트렌드에서 수익 다각화가 과제다.",,엑셀레이션 파트너 후보 스튜디오. 수탁 개발 실적 있어 협업 기반 있음. PC/Console 플랫폼 개발 역량,short,설립: 1987년
